5  100  3   3  2  3  3

3	22	36
13	1	2
38	7	5
14	7	29
22	11	35
11	3	2
7	23	20
18	29	22
27	33	23
19	23	27
24	36	29
12	30	32
3	10	3
38	32	25
29	15	36
12	6	4
15	38	24
34	21	29
9	36	16
30	28	10
35	29	24
20	2	1
12	35	20
34	30	23
11	36	33
12	34	38
28	39	4
14	17	30
28	36	20
20	4	27
8	18	24
15	11	38
37	12	40
33	3	37
32	22	39
16	10	1
12	6	34
29	19	30
26	16	12
39	28	31
32	18	6
15	13	32
1	4	18
17	12	40
25	10	30
37	36	18
27	16	30
19	13	21
27	38	8
40	36	21
13	16	16
31	38	31
4	23	14
33	16	36
1	24	15
29	10	21
11	7	23
1	9	35
17	24	20
4	36	36
28	3	1
32	8	9
31	6	11
11	22	26
23	14	3
19	26	26
39	30	25
16	31	35
29	17	39
24	17	26
30	2	11
32	26	9
16	13	14
32	35	31
19	18	39
29	30	7
9	24	24
17	35	20
14	2	35
26	33	17
3	27	15
8	6	26
5	37	23
24	16	27
34	36	7
29	38	20
23	32	8
21	9	33
19	26	14
31	29	23
19	38	23
33	15	29
33	26	1
10	11	3
6	1	13
19	8	37
5	16	22
14	5	32
23	5	18
22	23	18
