5  100 3  3   4   2   3

36	14	37
12	33	39
34	12	38
27	5	38
27	16	14
18	32	26
21	4	5
29	24	7
21	11	14
2	12	15
1	33	3
2	1	23
40	37	33
4	22	21
31	29	24
24	8	28
15	16	39
24	20	38
22	34	35
2	8	35
40	40	28
7	24	38
24	32	16
2	38	9
4	28	30
8	26	8
29	8	5
5	3	27
19	33	1
32	35	8
12	39	22
13	25	11
12	14	21
31	7	6
5	5	3
12	3	5
7	20	33
2	14	32
1	32	37
16	19	21
18	2	22
9	9	21
16	10	14
25	35	22
38	31	37
38	8	2
28	38	38
36	27	26
14	18	39
26	1	6
37	3	39
1	15	13
38	33	40
36	29	10
12	27	9
25	39	9
30	8	31
1	17	27
9	33	9
30	4	40
12	30	30
33	18	33
29	24	24
4	38	21
40	40	8
38	36	22
33	27	13
34	24	7
36	39	40
6	34	13
6	33	18
4	18	34
18	37	38
12	25	40
14	16	33
6	25	8
5	16	30
37	31	39
16	4	23
40	22	24
38	23	13
9	20	27
30	4	33
33	13	24
14	6	1
40	10	5
14	24	26
34	17	21
10	20	22
9	20	9
36	3	1
39	37	11
22	33	24
19	12	22
30	14	6
19	29	34
25	38	33
24	20	16
28	13	28
12	8	2
